Cluster,Date,Year,Teamleader,LULC,Subtype,Scientific_name,DBH,bole_height,total_height,crown_diameter,tree_condition_label,Stump
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Pinus caribaea,19.3,2,8,1.5,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Persea americana,20,1.5,6,3.5,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Callistemon citrinus,12.5,2,4,2,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Markhamia lutea,15.3,2,7.5,4,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Atocarpus heterophyla,13.4,1.9,5.5,3.5,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Markhamia lutea,10.2,2,8,2,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Artocarpus heterophylus,22,1.9,10,6,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Persea americana,19.4,1.6,10,4,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Markhamia lutea,15,1.4,2.5,0.5,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Markhamia lutea,17,,1.3,,,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Euclea latidens,3.1,1.3,3,1,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Euclea latidens,3.3,1.4,3.5,1,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Maytenus undata,6.3,1.9,3.5,1.5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,,18.5,,0.2,,,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,,13.4,,0.2,,,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,NA,NA,NA,NA,NA,NA,Yes
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,NA,NA,NA,NA,NA,NA,Yes
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,NA,NA,NA,NA,NA,NA,Yes
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,NA,NA,NA,NA,NA,NA,Yes
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,NA,NA,NA,NA,NA,NA,Yes
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Combretum collinum,3.8,1.4,3,1,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Combretum collinum,4.2,1.9,3.5,1.5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Combretum collinum,4.1,1.5,3,1,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Cassia spectabilis,3.6,1.8,3.5,2,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Cassia spectabilis,3.8,2,3.5,2,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Cassia spectabilis,4.51,1.8,3.5,2,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Cassia spectabilis,5.1,1.8,3.5,2,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Grewia bicolor,4.3,2.5,4.5,1.5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Grewia bicolor,4.3,2.5,4.5,1.5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Grewia bicolor,5,1.8,4.5,2.8,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Grewia bicolor,4.1,3,5,1,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Maytenus ovata,3.7,1.3,4,1.5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Maytenus ovata,4.1,3,5,1,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Grewia bicolor,3.7,1.3,4,1.5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Grewia bicolor,4.3,1.9,4,2,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Grewia bicolor,3.1,1.8,4,1.5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Acacia polyacantha,3.3,3,4.5,1,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Albizia zygia,10,1.5,5,3,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Combretum molle,5.1,1.3,4,1.5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Acacia polyacantha,11.3,1.4,6,4.5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Euphorbia candelabrum,32.5,2.5,9,6.5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Euphorbia candelabrum,27.7,3.5,9,5,Unhealthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Acacia polyacantha,15.7,1.5,6,5,Healthy,No
SU15,14/12/2018,2018,Mr. X,Grassland,Seasonally Wet,Acacia polyacantha,18.6,1.4,8,6.5,Healthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Euphorbia candelabrum,5.4,1.8,3,0.5,Healthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Euphorbia candelabrum,5.1,2.5,3,0.5,Healthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Acacia sieberiana,27.72,2,12,11,Healthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Acacia sieberiana,30.6,2,14,10,Healthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Piliostigma thorningii,10.5,1.4,3.5,2.3,Healthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Acacia polyacantha,34.8,3,15,6,Unhealthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Allophylus africanus,20.2,1.5,7,6.5,Healthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Acacia sieberiana,23.4,5,12,6,Healthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Acacia polyacantha,24.2,5,13,12,Healthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Acacia sieberiana,25,1.3,11,6.5,Healthy,No
SU16,14/12/2018,2018,Mr. X,Woodlands,Seasonally Wet,Acacia polyacantha,18.5,4.5,10,7,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,8.9,1.4,6.53,3,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,5.5,1.5,4,1.5,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,7,1.5,4,2,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,13.2,1.3,7.5,4.5,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,8.2,1.4,6,2.5,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,8.5,1.8,7,3,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,6.1,1.3,5,2,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,6.7,1.8,4,2.5,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,11.3,,0.35,,,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,12.8,,0.3,,,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,12.5,,0.4,,,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,8.1,3,6,2.5,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,7.8,3.5,6,2.5,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,13.2,,0.2,,,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,21.4,,0.25,,,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,7.6,1.3,3.52,2,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,18.7,,0.2,,,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,18.7,,1.2,,,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,15,,0.25,,,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia sieberiana,11.3,1.4,7,5,Healthy,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,25.2,,0.35,,,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,23.2,,0.25,,,No
SU16,15/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,14.2,,0.25,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,4.8,1.4,3.5,2,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,6,1.3,3.5,1,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,3.3,1.3,2.5,1.5,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,,6,,0.2,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,,10.9,,0.25,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,,12.2,,0.15,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,4,2,42,2,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,4,2,42,2,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,3.4,1.9,3,1,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,4.4,1.9,4,2,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,3.3,1.5,3.5,1.5,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia polyacantha,30.3,4,12,7,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,4.2,1.6,3,1,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,3,1.8,3.5,1,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,3.4,2,3.5,1,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,4.6,,0.4,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,,23.3,,0.15,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,4.7,,0.2,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,7.8,,0.2,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,3.6,,0.2,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.2,,0.2,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,,27.1,,0.25,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,5.6,,0.1,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,,6.5,,0.15,,,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Grewia bicolor,14.5,1.5,8,5,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Grewia bicolor,6.31,1.3,1.7,0.5,Unhealthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Teclea nobilis,6.1,1.4,4,2.5,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Euphorbia candelabrum,5.7,1.4,4,2.5,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Euphorbia candelabrum,45.5,1.4,11,10,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Euphorbia candelabrum,13.3,1.9,5,2.5,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Euphorbia candelabrum,17.5,1.5,4.5,2,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Euclea latidens,10.6,3.56,6,3,Healthy,No
SU17,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Euclea latidens,14.2,2.3,6,4,Healthy,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Annona senegalensis,13,1.4,3.5,3,Healthy,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Euclea latidens,4.5,1.4,2,1,Healthy,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,8.4,,0.4,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Terminalia brownii,18.2,,0.4,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,24.9,,0.5,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,16.9,,0.3,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,14.1,,0.3,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,12.8,,0.3,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,14.4,,0.4,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,17.6,,0.3,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,12.4,,0.3,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,27.5,,0.8,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,26,,0.7,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,27.2,,0.6,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,40.1,,0.8,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,13.1,,0.5,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Terminalia brownii,16.1,,0.7,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,11.2,,0.6,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Albizia coriaria,24.1,2.5,6,4,Healthy,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Albizia coriaria,30.1,2,8,6,Healthy,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,11.4,,0.4,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,6.2,1.4,3,2,Healthy,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Croton megalocarpus,12,2,4,2.5,Healthy,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Annona senegalensis,6,2,3.5,1,Healthy,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Annona senegalensis,4.2,1.8,2.5,0.5,Healthy,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,23,,1,,,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Albizia zygia,7.2,2,3,2.5,Healthy,No
SU17,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,6.7,,0.3,,,No
SU18,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,21.1,,0.4,,,No
SU18,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,4.8,2,3,1,Healthy,No
SU18,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Annona senegalensis,5.3,1.8,3.5,1,Healthy,No
SU18,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Terminalia brownii,18.4,2,6,4,Healthy,No
SU18,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Terminalia brownii,7.4,2,3.5,1.5,Healthy,No
SU18,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Annona senegalensis,8,,0.8,,,No
SU18,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,5,2,3,1,Healthy,No
SU18,14/12/2018,2018,Miss Z,Bush,Dry Normal Land,Lannea barteri,17.9,1.6,4,2.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,14.1,1.7,4.5,2.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,16,,0.4,,,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,15.2,,0.4,,,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,7,,0.3,,,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,9.3,,0.3,,,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,12.5,,0.3,,,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,10.2,2,4,1.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Acacia hockii,10.4,,0.3,,,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,6,,0.5,,,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,4.4,1.7,3.5,1.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,8.4,1.6,4,2,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,3.5,2.5,3.5,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,10.3,2,4.5,2,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,18.3,2.5,7,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,7.4,2,4,1.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,3.7,2,3,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,9.4,1.4,3,2.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Piliostigma thorningii,9.5,1.4,3,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Piliostigma thorningii,13.7,2,7,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Piliostigma thorningii,6.4,,0.7,,,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,11,1.8,3.5,1.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,8.4,2,3,1.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Rhus natalensis,3.7,1.6,2.5,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Rhus natalensis,3.7,1.6,2.5,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,7.2,1.7,4,2.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,3.4,1.6,2.5,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,3.2,1.6,2,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,3.8,1.7,2.5,2,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,5.5,1.7,2.5,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Piliostigma thorningii,18.5,1.7,4,4.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Piliostigma thorningii,15,1.6,4.5,2.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,4.1,1.6,2.5,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,4.1,1.6,2.5,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Stereospermum kunthiunum,12.4,1.7,4,2.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,15.3,1.8,5,3,Dead,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,17.7,2,8,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,13,1.8,4,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,16.2,1.8,5,4,Declining health,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,12.7,1.4,4,3,Dead,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,16,1.4,3,1.8,Dead,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,36.5,,0.4,,,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Piliostigma thorningii,15.3,1.8,3.5,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Rhus natalensis,12.3,2,4,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Rhus natalensis,18.3,1.6,4,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Rhus natalensis,10.5,1.4,1.6,0.5,Declining health,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Albizia zygia,21,3,7,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,25,1.7,9,5,Declining health,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,14.8,2,3.5,1.5,Declining health,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia mollis,13.1,1.8,3,2,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,15.3,1.8,4,2.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,10.8,2.5,3.5,1,Declining health,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,15.5,3,5,2.5,Declining health,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Acacia hockii,12,3,5,2.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,14.6,3.5,7,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,26,2.5,8,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Lannea barteri,10.3,1.6,3,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Hymenocardia acida,12.4,1.7,3,2,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,11.5,1.7,4,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,11.5,1.6,4,3,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,18,2,8,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,13,2,8,3,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Euphorbia candelabrum,17.4,1.4,4,2,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum molle,21,3,7,4,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,9.3,3,5,2,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,7.7,3,5,2,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,7.6,3,5,1.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,8.9,1.5,5,1.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,10.6,3,5,2.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.5,2.5,3,2,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.1,1.8,3,0.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.8,4,6,1.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.6,4,5,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.6,3,6,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3,2.5,4,0.5,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Senna spectabilis,5.6,4,6,2,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.2,4,6,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.4,2,4,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,3.9,2,3,1,Healthy,No
SU18,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,5.3,2,4,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,3.5,2.5,3.5,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Combretum collinum,22.6,,0.5,,,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5,2,4,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,7.5,3,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.6,2,4,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.8,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.7,4,5,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.8,1.4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.6,3,5,1.5,Healthy,No
